#sortabletable(|String|String|String|Number|String|String|String|String|Number|Number|Number|Number|Number|String|String|String,1){{
|~画像|~名前|~属性|~武器種|~適正&br;Rank|~奥義|~第1スキル|~第2スキル|~第3スキル|~MAX&br;Lv|~Min&br;HP|~Min&br;ATK|~Max&br;HP|~Max&br;ATK|~武器シリーズ/分類|~カテゴリ1&br;(関連コンテンツ)|~カテゴリ2&br;(詳細・その他)|h
|&attachref(img/1040115400.png,15%);|[[スパルナフェザー・ミーレス>武器/スパルナフェザー・ミーレス (SSR)]]|COLOR(green):風|短剣||[[フェザーサークル・レペーテル>武器奥義#fethercircle]]|[[ボルテージ・オブ・ダガーII>スキル一覧#voltageofdagger2]]|[[凪の邁進>スキル一覧#naginimaishin]]|| |32|334|203|2046|[[ミーレスシリーズ>武器概要/ミーレスシリーズ]]|[[レプリカルド・サンドボックス]]|「剣掲げる行軍の地」のエリアボスドロップ|
|&attachref(img/1040115500.png,15%);|[[アビュドス>武器/アビュドス (SSR)]]|COLOR(purple):闇|短剣||[[オシレイオン>武器奥義#oshireion]]|[[煉の果断>スキル一覧#rennokadan]]|[[憎悪の進境>スキル一覧#zouonoshinkyou]]|||32|379|218|2241|[[エニアドシリーズ>武器概要/エニアドシリーズ]]|マルチバトル/エニアドHL|オシリスHL|
|&attachref(img/1040115600.png,15%);|[[ナイト・オブ・アイス>武器/ナイト・オブ・アイス (SSR)]]|COLOR(blue):水|短剣|40|[[ヴァイス・ゾイレ>武器奥義#vaiszoire]]|[[霧氷の技錬>スキル一覧#rannkinogiren]]|[[水の神威>スキル一覧#mizunosini]]||150|46|429|320|3170|[[リミテッドシリーズ>武器概要/リミテッドシリーズ]]|レジェンドガチャ(レジェンドフェス)|[[ランスロット (リミテッド)>ランスロット (SSR)リミテッドバージョン]]加入|
|&attachref(img/1040200000.png,15%);|クレティネ|COLOR(orange):光|槍|10|[[パルーヴェス・ジャベリン>武器奥義#purvusjavelin]]|[[雷電の技巧>スキル一覧#raidennnogikou]]|[[雷電の見切>スキル一覧#raidennnomikiri]]|||43|385|259|2305|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[ゼタ (SSR)水着バージョン]]|
|&attachref(img/1040200200.png,15%);|ピラム|COLOR(red):火|槍|1|[[インパルスドライヴ++>武器奥義#inpulseend]]|[[紅蓮の攻刃>スキル一覧#gurennokoujin]]|[[鷲王の結界>スキル一覧#washiounokekkai]]||150|40|380|291|2610|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ネツァワルピリ (SSR)]]加入|
|&attachref(img/1040200300.png,15%);|ブリューナク|COLOR(red):火|槍|10|[[タスラム++>武器奥義#tasrum]]|[[業火の攻刃>スキル一覧#goukanokoujin]]|[[貫きの牙>スキル一覧#tsuranukinokiba]]||150|41|395|298|2710|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ゼタ (SSR)]]加入|
|&attachref(img/1040200700.png,15%);|グラーシーザー|COLOR(purple):闇|槍|10|[[モルズスラスト++>武器奥義#moldsend]]|[[奈落の攻刃II>スキル一覧#narakunokoujin2]]|[[憎悪の背水>スキル一覧#zouonohaisui]]||150|39|404|309|2810|[[ヴィンテージシリーズ>武器概要/ヴィンテージシリーズ]]|ムーン交換|ゴールドムーン×30|
|&attachref(img/1040200800.png,15%);|グランテピエ|COLOR(green):風|槍|10|[[アンドロギュヌス++>武器奥義#androgynous]]|[[跳姫の妙技>スキル一覧#tobihimenomyougi]]|[[天光の守護>スキル一覧#tennkounosyugo]]||150|42|390|300|2690|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[カルメリーナ (SSR)]]加入|
|&attachref(img/1040201200.png,15%);|ウェルギリウス|COLOR(blue):水|槍|10|[[第四円・ジュデッカ++>武器奥義#daiyonenend]]|[[霧氷の守護>スキル一覧#muhyounosyugo]]|[[水の攻刃>スキル一覧#mizunokoujin]]||150|35|290|239|2170|[[討滅戦武器>武器概要/討滅戦武器]]|[[エクストラクエスト/討滅戦>討滅戦一覧]]|コキュートス討滅戦|
|&attachref(img/1040201300.png,15%);|ネフティスフォーク|COLOR(green):風|槍|10|[[ヘウト・レクイエム>武器奥義#heut]]|[[乱気の攻刃>スキル一覧#rannkinokoujin]]||||32|300|207|1855|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|臆病勇者と囚われの姫君|
|&attachref(img/1040201400.png,15%);|イフリートハルベルト|COLOR(red):火|槍|10|[[エグゾースト・ノヴァ++>武器奥義#exostnovaend]]|[[紅蓮の攻刃>スキル一覧#gurennokoujin]]|[[火の技巧>スキル一覧#hinogikou]]||150|31|310|241|2170|[[討滅戦武器>武器概要/討滅戦武器]]|[[エクストラクエスト/討滅戦>討滅戦一覧]]|イフリート討滅戦|
|&attachref(img/1040201500.png,15%);|ティアマトグレイブ・マグナ|COLOR(green):風|槍|50|[[トルネードディザスター++>武器奥義#tornadedisasterend]]|[[嵐竜方陣・守護II>スキル一覧#arashiryuuhoujinsyugo2]]|||200|37|340|280|2500|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[ティアマト・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#cc3e7d56]]|
|&attachref(img/1040201700.png,15%);|ガルガンチュア|COLOR(brown):土|槍|10|[[プラトーンスラスト++>武器奥義#platoon]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]|[[未来の幻視>スキル一覧#mirainogenshi]]||150|44|380|303|2680|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[アルルメイヤ (SSR)]]加入|
|&attachref(img/1040201800.png,15%);|トリアイナ|COLOR(blue):水|槍|15|[[雷槍>武器奥義#raisou]]|[[霧氷の攻刃>スキル一覧#muhyounokoujin]]||||36|290|213|1870|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|若き義勇の振るう剣|
|&attachref(img/1040201900.png,15%);|セレストホーン・マグナ|COLOR(purple):闇|槍|50|[[黒霧++>武器奥義#kurogiriend]]|[[黒霧方陣・攻刃II>スキル一覧#kurogirihoujinkoujin2]]|[[乱気の背水>スキル一覧#rannkinohaisui]]||200|34|355|269|2450|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[セレスト・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#ma85b815]]|
|&attachref(img/1040202000.png,15%);|ローゼンメイデン|COLOR(purple):闇|槍|15|[[クリムゾン・ネメシス>武器奥義#crimsonnemesis]]|[[奈落の攻刃>スキル一覧#narakunokoujin]]||||40|410|260|2360|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[ロゼッタ (SSR)クリスマスバージョン]]加入|
|&attachref(img/1040202800.png,15%);|天干地支刀・未之飾|COLOR(purple):闇|槍|20|[[金牙神然・未之飾>武器奥義#kingashinzen]]|[[奈落の守護>スキル一覧#narakunosyugo]]|[[乱気の攻刃>スキル一覧#rannkinokoujin]]|||41|415|264|2400|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(レジェンドフェス)|[[アニラ (SSR)]](十二神将・未)加入|
|&attachref(img/1040202900.png,15%);|雷神矛|COLOR(orange):光|槍|10|[[真・雷鼓>武器奥義#shinraiko]]|[[天光の攻刃>スキル一覧#tennkounokoujin]]||||33|300|208|1850|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|神境にて辿る跡|
|&attachref(img/1040203800.png,15%);|アワリティアスピア|COLOR(brown):土|槍|10|[[響輪>武器奥義#otowa]]|[[地裂の守護>スキル一覧#tiretunosyugo]]||||34|295|209|1845|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|イベント/シナリオイベント|その胸にひとひらの輝きが|
|&attachref(img/1040203900.png,15%);|ルーン|COLOR(red):火|槍|15|[[ケルトハル・マク・ウテヒル>武器奥義#celthal]]|[[紅蓮の技巧>スキル一覧#gurennogikou]]|[[火の背水>スキル一覧#hinohaisui]]|||42|400|262|2350|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ヘルエス (SSR)]]加入|
|&attachref(img/1040204000.png,15%);|[[青竜牙矛>武器/青竜牙矛 (SSR)]]|COLOR(green):風|槍|1|[[四象雲流星昂・東青++>武器奥義#sisyouseiyuuend]]|[[乱気の攻刃II>スキル一覧#rannkinokoujin2]]|||150|31|295|240|2180|[[四象武器(四属性)>武器概要/四象武器]]|イベント/四象降臨|－|
|&attachref(img/1040204100.png,15%);|竜槍|COLOR(red):火|槍|15|[[紅墜閃>武器奥義#benituisen]]|[[業火の攻刃>スキル一覧#goukanokoujin]]|[[火の守護>スキル一覧#hinosyugo]]|||32|310|209|1890|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|亡国の四騎士|
|&attachref(img/1040204900.png,15%);|貫き門松|COLOR(red):火|槍|10|[[常盤天刃>武器奥義#joubantenba]]|[[業火の攻刃>スキル一覧#goukanokoujin]]|[[火の技巧>スキル一覧#hinogikou]]|||30|310|204|1860|イベント武器(その他)|イベント/その他|年年歳歳|
|&attachref(img/1040205000.png,15%);|デスシンボル|COLOR(blue):水|槍|20|[[デスシックル>武器奥義#deathsickle]]|[[渦潮の攻刃>スキル一覧#uzushionokoujin]]|[[水の守護>スキル一覧#mizunosyugo]]|||37|295|217|1895|[[シナリオイベント武器>武器概要/シナリオイベント武器]]|[[サイドストーリー]]|自由をその手に|
|&attachref(img/1040205100.png,15%);|レヴィアンスピア・マグナ|COLOR(blue):水|槍|50|[[水鏡++>武器奥義#mizukagamiend]]|[[海神方陣・技巧II>スキル一覧#kaijinhoujingikou2]]|||200|40|325|275|2420|[[マグナシリーズ>武器概要/マグナシリーズ]]|マルチバトル/マグナボス|[[リヴァイアサン・マグナ討伐戦>NORMALマルチバトル攻略法/マグナボス#j6a9b5c5]]|
|&attachref(img/1040205200.png,15%);|[[オールド・ナラクーバラ>武器/オールド・ナラクーバラ (SSR)]]|COLOR(green):風|槍|60|[[ヴァーユ・イーシャ++>武器奥義#vayuisya]]|[[嵐竜方陣・楚歌>スキル一覧#tatsumakinosoka]]|[[嵐竜方陣・暴君>スキル一覧#arashiryuuhoujinboukun]]||150|38|350|290|2580|[[オールド・プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(降臨、調停の翼)|ナタク討伐戦|
|&attachref(img/1040205300.png,15%);|[[ナラクーバラ>武器/ナラクーバラ (SSR)]]|COLOR(green):風|槍|60|[[ヴァーユ・イーシャ++>武器奥義#vayuisya]]|[[竜巻の楚歌>スキル一覧#arashiryuuhoujinsoka]]|[[乱気の暴君>スキル一覧#rannkinoboukun]]||150|38|350|290|2580|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(降臨、調停の翼)|ナタク討伐戦|
|&attachref(img/1040205500.png,15%);|[[ゲイボルグ>武器/ゲイボルグ (SSR)]]|COLOR(red):火|槍|50|[[破裂する槍>武器奥義#haretusuruyari]]|[[必勝の誓い>スキル一覧#hissyounotikai]]|[[一刺一殺>スキル一覧#issiissatu]]|||45|454|289|2624|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040205500.png,15%);|[[ゲイボルグ>武器/ゲイボルグ (SSR)]]|COLOR(blue):水|槍|50|[[破裂する槍>武器奥義#haretusuruyari]]|[[必勝の誓い>スキル一覧#hissyounotikai]]|[[一刺一殺>スキル一覧#issiissatu]]|||45|454|289|2624|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040205500.png,15%);|[[ゲイボルグ>武器/ゲイボルグ (SSR)]]|COLOR(brown):土|槍|50|[[破裂する槍>武器奥義#haretusuruyari]]|[[必勝の誓い>スキル一覧#hissyounotikai]]|[[一刺一殺>スキル一覧#issiissatu]]|||45|454|289|2624|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040205500.png,15%);|[[ゲイボルグ>武器/ゲイボルグ (SSR)]]|COLOR(green):風|槍|50|[[破裂する槍>武器奥義#haretusuruyari]]|[[必勝の誓い>スキル一覧#hissyounotikai]]|[[一刺一殺>スキル一覧#issiissatu]]|||45|454|289|2624|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040205500.png,15%);|[[ゲイボルグ>武器/ゲイボルグ (SSR)]]|COLOR(orange):光|槍|50|[[破裂する槍>武器奥義#haretusuruyari]]|[[必勝の誓い>スキル一覧#hissyounotikai]]|[[一刺一殺>スキル一覧#issiissatu]]|||45|454|289|2624|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040205500.png,15%);|[[ゲイボルグ>武器/ゲイボルグ (SSR)]]|COLOR(purple):闇|槍|50|[[破裂する槍>武器奥義#haretusuruyari]]|[[必勝の誓い>スキル一覧#hissyounotikai]]|[[一刺一殺>スキル一覧#issiissatu]]|||45|454|289|2624|[[スペリオルシリーズ>武器概要/スペリオルシリーズ]]|ムーン交換|ゴールドムーン×100|
|&attachref(img/1040206000.png,15%);|[[ランス・オブ・コスモス>武器/ランス・オブ・コスモス (SSR)]]|COLOR(orange):光|槍|80|[[メディエーションスラスト＋>武器奥義#medislast]]|[[ランス・オブ・コスモス>スキル一覧#locosmos]]|[[秩序の蒼槍(習得Lv150)>スキル一覧#titujonosousou]]||150|41|364|253|2247|[[コスモスシリーズ>武器概要/コスモスシリーズ]]|マルチバトル/降臨、調停の翼|ディール/トレジャー交換|
|&attachref(img/1040206500.png,15%);|双竜槍|COLOR(purple):闇|槍|20|[[双竜覇>武器奥義#souryuuha]]|[[奈落の攻刃>スキル一覧#narakunokoujin]]|[[反逆の闇刃>スキル一覧#hangyakunoyamijin]]|||40|415|263|2395|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[フォルテ (SSR)]]加入|
|&attachref(img/1040206600.png,15%);|クリスタルルーン|COLOR(orange):光|槍|10|[[ロイヤル・ヴァケイション>武器奥義#royalvacation]]|[[天光の三手>スキル一覧#tenkounosante]]|[[光の背水>スキル一覧#hikarinohaisui]]|||43|380|260|2295|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ(期間限定)|[[ヘルエス (SSR)水着バージョン]]加入|
|&attachref(img/1040206700.png,15%);|グングニル|COLOR(orange):光|槍|60|[[ラグナロク・オープナー>奥義一覧#ragnarokopener]]|[[雷電の攻刃>スキル一覧#raidennnokoujin]]|[[雷電の克己>スキル一覧#raidennnokokki]]||150|39|345|240|2132|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(神撃・究極の竜)|オーディン討伐戦|
|&attachref(img/1040206800.png,15%);|エリクトニオス|COLOR(red):火|槍|60|[[シャープブレイズ>奥義一覧#sharpblaze]]|[[紅蓮の暴君>スキル一覧#gurennoboukun]]|[[紅蓮の三手>スキル一覧#gurennosante]]||150|37|355|238|2142|[[プライマルシリーズ>武器概要/召喚石マルチバトル武器]]|マルチバトル/召喚石マルチ(神撃・究極の竜)|アテナ討伐戦|
|&attachref(img/1040206900.png,15%);|ネプテゥヌスの三叉鉾|COLOR(blue):水|槍|40|[[トライデントストリーム>奥義一覧#tridentstream]]|[[練磨の心得>スキル一覧#renmanokokoroe]]||||40|315|230|2005|[[四象武器(特殊スキル)>武器概要/四象武器]]|イベント/四象降臨|－|
|&attachref(img/1040207000.png,15%);|[[エデン>武器/エデン (SSR)]]|COLOR(orange):光|槍|40|[[セイル・オン>武器奥義#sailon]]|[[天光の攻刃III>スキル一覧#tennkounokoujin3]]|[[雷電の渾身>スキル一覧#raidennokonsin]]||150|48|430|340|3140|[[リミテッドシリーズ>武器概要/リミテッドシリーズ]]|レジェンドガチャ(グランデフェス)|[[ルシオ(リミテッド)>ルシオ (SSR)]]加入|
|&attachref(img/1040207100.png,15%);|ゲイダーグ|COLOR(brown):土|槍|10|[[オディナスラスト>武器奥義#odina]]|[[地裂の攻刃>スキル一覧#tiretunokoujin]]|[[先制の岩壁>スキル一覧#senseinogannpeki]]|||40|395|250|2335|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ラスティナ (SSR)]]加入|
|&attachref(img/1040207200.png,15%);|ローズクリスタルランス|COLOR(brown):土|槍|60|[[ドミネイションスラスト>奥義一覧#dominationthrust]]|[[橙薔薇の棘>スキル一覧#daidaibaranotoge]]|[[橙薔薇の花弁>スキル一覧#daidaibaranokaben]]|||45|350|250|2080|[[ローズシリーズ>武器概要/ローズシリーズ]]|マルチバトル/ローズクイーン討伐戦HL|トレジャー交換|
|&attachref(img/1040207300.png,15%);|銀の依代の槍|COLOR(orange):光|槍|1|[[銀の瞬き>武器奥義#ginnomatataki]]|[[残夢の匣>スキル一覧#zanmunohako]]|無し||100|29|256|202|1790|依代武器|エクストラクエスト/ディメンション・ヘイロー|－|
|&attachref(img/1040207400.png,15%);|黄金の依代の槍|COLOR(orange):光|槍|1|[[黄金の瞬き>武器奥義#ougonomatataki]]|[[鼓動>スキル一覧#kodou]]|無し||100|30|265|209|1855|依代武器|銀の依代武器を特殊武器強化|－|
|&attachref(img/1040207500.png,15%);|サンスポットスピア|COLOR(purple):闇|槍|10|[[レッド・ブラック・ゾーン>武器奥義#redblackzone]]|[[奈落の攻刃>スキル一覧#narakunokoujin]]|[[先制の闇刃>スキル一覧#senseinoyamiba]]|||39|403|254|2316|[[キャラ解放武器>武器概要/キャラ解放武器(SSR)]]|レジェンドガチャ|[[ゼタ (SSR)闇属性バージョン]]加入|
